show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s722,TV Show,Bangkok Buddies,,"Vayu Kessuvit, Ekapol Deebunmee, Nuttapong Boonyuen, Thanadol Auepongs, Martin Sidel, Nichaphat Chatchaipholrat, Narupornkamol Chaisang, Jidapa Siribunchawan, Hortnarong Teng, Everest Moe, Le Trung Hieu",Thailand,20-Nov-19,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires."
s723,Movie,Bangkok Hell,Manop Janjarasskul,"Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol, Samart Saengsa-Ngiam, Suthpong Kanithanon",Thailand,14-Sep-18,2002,TV-MA,107 min,"Dramas, International Movies","When offered a deal to snitch on fellow prisoners, an inmate faces a tough dilemma: act in his own interest, or help those who may need him."
s724,TV Show,Bangkok Love Stories: Hey You!,,"Wanida Termthanaporn, Isariya Patharamanop, Nontanun Anchuleepradit, Chonnikan Netjui, Attharut Krongrasri, Sumet Ong-Art, Penpak Sirikul, Suppakorn Chaiyo, Thawat Pornrattanaprasert, M.L. Kwantip Devakula, Yingsak Chonglertjetsadawong, Apichet Atirattana, Rika Ishige",,08-Mar-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A loving couple become rivals when Belle opens a fusion bistro next to her ex-boyfriend Kram’s traditional restaurant in Bangkok’s chic Ari district.
s725,TV Show,Bangkok Love Stories: Innocence,,"Nida Patcharaveerapong, Nicole Theriault, Nattapol Diloknawarit, Tosatid Darnkhuntod, Narupornkamol Chaisang, Pavadee Komchokpaisan, Kawin Manonukul, Ponlawit Ketprapakorn, Rudklao Amratisha, Paramej Noiam, Tachakorn Boonlupyanun, Teera Pratumtree, Nawarat Techarathanaprasert, Naphon Phromsuwan",Thailand,31-Jul-19,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","From a teenage parkour enthusiast to a bawdy restaurateur, an eclectic group of characters find romance in Bangkok's glittering Silom district."
s726,TV Show,Bangkok Love Stories: Objects of Affection,,"Apinya Sakuljaroensuk, Kanokchat Munyadon, Gyeon Seo, Nalin Hohler, Thongpoom Siripipat, Chinawut Indracusin, Preeyada Sitthachai, Akarin Akaranitimaytharatt, Adul Charoenrasameekiat, Kanlaya Lertkasemsup",Thailand,02-Jul-19,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.
s727,TV Show,Bangkok Love Stories: Plead,,"Chanon Santinatornkul, Sutatta Udomsilp, Morakot Liu, Varot Makaduangkeo, Sutthatip Wutichaipradit, Cholsawas Tiewwanichkul, Surapol Poonpiriya, Hattaya Wongkrachang",Thailand,02-Jul-19,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In Bangkok's Chinatown, a spirited digital marketing expert falls for a blind fortune-teller, but their love is predestined to end in disaster."
s728,Movie,Bangkok Traffic (Love) Story,Adisorn Tresirikasem,"Theeradej Wongpuapan, Sirin Horwang, Ungsumalynn Sirapatsakmetha, Panissara Phimpru, Taksaorn Paksukcharern, Charlie Trairat, Kazuki Yano",Thailand,05-Sep-18,2009,TV-14,126 min,"Comedies, International Movies, Romantic Movies","After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love."
s729,Movie,Barça Dreams,Jordi Llompart,"Johan Cruyff, Andrés Iniesta, Gary Lineker, Xavi Hernández, Lionel Messi, Pau Gasol",Spain,01-Sep-18,2015,TV-MA,122 min,"Documentaries, International Movies, Sports Movies",Explore the history and philosophies behind one of the world's most beloved – and successful – soccer franchises: FC Barcelona.
s730,Movie,Barah Aana,Raja Menon,"Naseeruddin Shah, Arjun Mathur, Vijay Raaz, Tannishtha Chatterjee, Violante Placido, Benjamin Gilani",India,31-Dec-19,2009,TV-14,95 min,"Dramas, International Movies","After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom."
s731,Movie,Barakah Meets Barakah,Mahmoud Sabbagh,"Hisham Fageeh, Fatima Al-Banawi, Sami Hifny, Khairia Nazmi, Abdulmajeed Al-Ruhaidi",Saudi Arabia,12-Oct-17,2016,TV-MA,88 min,"Comedies, International Movies, Romantic Movies",A laid-back civil servant and wealthy video blogger struggle to make it as a modern couple amid strict Saudi social conventions.
s732,TV Show,Barbarians,,"Laurence Rupp, Jeanne Goursaud, David Schütter, Ronald Zehrfeld, Nicki von Tempelhoff, Bernhard Schütz, Eva Verena Müller, Sophie Rois, Gaetano Aronica, Nikolai Kinski, Jeremy Miliker",Germany,23-Oct-20,2020,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash."
s733,Movie,Barbecue,Matthew Salleh,,"Australia, Armenia, Japan, Jordan, Mexico, Mongolia, New Zealand, Philippines, South Africa, Sweden, United States, Uruguay",15-Aug-17,2017,TV-MA,101 min,"Documentaries, International Movies","A blend of cultural nuance and mesmerizing techniques adds flavor to this globe-hopping celebration of cooking, tradition and community."
s734,Movie,Barbie & Her Sisters in a Pony Tale,Kyran Kelly,"Kelly Sheridan, Kazumi Evans, Claire Corlett, Ashlyn Drummond, Alex Kelly, Tabitha St. Germain, Shannon Chan-Kent",United States,01-Oct-17,2013,TV-Y,74 min,Children & Family Movies,"Barbie and her sisters set off on a Swiss adventure to the majestic Alps, where they're excited to spend the summer at a fun-filled riding academy!"
s735,Movie,Barbie Dolphin Magic,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk","United States, Canada",18-Sep-17,2017,TV-Y,64 min,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend."
s736,TV Show,Barbie Dreamhouse Adventures,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Ritesh Rajan","United States, Canada",14-Feb-19,2018,TV-Y,3 Seasons,Kids' TV,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.
s737,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,,"America Young, Kirsten Day, Cassandra Morris, Cassidy Naber, Emma Galvin, Stephanie Sheh, Desirae Whitfield, Cristina Milizia, Lisa Fuson, Greg Chun, Ritesh Rajan, Eamon Brennan",,21-Mar-20,2020,TV-Y,2 Seasons,Kids' TV,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss."
s738,Movie,Barbie in A Mermaid Tale,Adam Wood,"Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Peter Mel, Nakia Burrise, Maryke Hendrikse, Emma Pierson, Ciara Janson, Garry Chalk, Nicole Oliver",United States,01-Oct-17,2010,TV-Y,74 min,Children & Family Movies,"Surf champ Merliah discovers she's actually a mermaid in a girl's body. With the help of a dolphin, Merliah must rescue her mom, the Queen of Oceana."
s739,Movie,Barbie in Princess Power,Zeke Norton,"Kelly Sheridan, Britt Irvin, Michael Kopsa, Rebecca Husain, Kira Tozer",United States,01-Oct-17,2015,TV-Y,74 min,Children & Family Movies,"A princess with a predictable life finds herself transformed by a magical butterfly's kiss into Super Sparkle, a crime-fighting superhero."
s740,Movie,Barbie in Rock 'N Royals,Karen J. Lloyd,"Kelly Sheridan, Chiara Zanni, Bethany Brown, Devyn Dalton, Michael Dobson, Brynna Drummond, Rachel Harrison, Alessandro Juliani, Peter Kelamis, Omari Newton, Ingrid Nilson, Nicole Oliver, Shaun Smyth, Kira Tozer",United States,01-Oct-17,2015,TV-Y,83 min,Children & Family Movies,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences."
s741,TV Show,Barbie Life in the Dreamhouse,,"Kate Higgins, Sean Hankinson, Haviland Stillwell, Paula Rhodes, Charlie Bodin, Laura Gerow, Katie Crown, Nakia Burrise, Tara Sands, Ashlyn Selich","United States, Canada",01-Jul-17,2012,TV-Y,1 Season,"Kids' TV, TV Comedies",Join blond icon Barbie and her fabulous friends as their behind-the-scenes adventures are revealed in this animated Web series.
s742,Movie,Barbie Princess Adventure,Conrad Helten,"America Young, Erica Lindbeck, Ritesh Rajan, Dave Fennoy, Stephanie Sheh, Cristina Milizia, Desirae Whitfield, Emma Galvin, Angelo Restaino, Eamon Brennan, Ogie Banks",United States,01-Sep-20,2020,TV-Y,72 min,"Children & Family Movies, Music & Musicals","Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike."
s743,Movie,Barbie Star Light Adventure,"Andrew Tan, Michael Goguen","Erica Lindbeck, Robbie Daymond, Kimberly Woods, Sarah Anne Williams, Michael Chandler, Dwight Schultz, Ben Bledsoe, Jonathan Lipow, Lucien Dodge, Laura Post",United States,01-Oct-17,2016,TV-Y,79 min,Children & Family Movies,"A hoverboard-riding princess of the cosmos, Barbie must band together with a team of talented new friends to save the stars from winking out."
s744,Movie,Barbie: A Fairy Secret,William Lau,"Diana Kaarina, Adrian Petriw, Britt Irvin, Cassandra Morris, Kate Higgins, Silvio Pollio, Brittney Wilson, Alexandra Carter, Nicole Oliver, Barbara Tyson",United States,01-Oct-17,2010,TV-Y7,72 min,Children & Family Movies,"When devilish fairies capture Ken and fly away with him, Barbie and Raquelle travel to the glittering fairy world of Gloss Angeles to save him."
s745,Movie,Barbie: Princess Charm School,Ezekiel Norton,"Diana Kaarina, Morwenna Banks, Nicole Oliver, Brittney Wilson, Ali Liebert, Shannon Chan-Kent, Madeleine Peters, Cathy Weseluck, Ellen Kennedy, Vincent Tong, Derek Waters, Brian Drummond, Tabitha St. Germain, Bethany Brown, Miranda Nolte, Kelly Metzger, Kazumi Evans, Anna Cummer","United States, Canada",01-Oct-17,2011,TV-Y,80 min,Children & Family Movies,"Blair Willows is excited when she gets to go to Princess Charm School, where she meets princesses Delancy and Hadley, and searches for a magic crown."
s746,Movie,Barbie: Spy Squad,Conrad Helten,"Erica Lindbeck, Stephanie Sheh, Jenny Pellicer, Alyssya Swales, Elizabeth Irving, Brian Dobson, Rebecca Husain, Cathy Weseluck","United States, Canada",01-Oct-17,2016,TV-Y,75 min,Children & Family Movies,"A high-tech spy agency transforms Barbie and her best friends into secret agents, using their gymnastics skills to bring down a cunning cat burglar."
s747,Movie,Barbie: The Princess & the Popstar,Ezekiel Norton,"Kelly Sheridan, Jennifer Waris, Ashleigh Ball, Tiffany Kathryn, Ellie King, Peter Kelamis, Jonathan Holmes, Allison Warnyca, Christopher Gaze, Lauren Lavoie",United States,01-Oct-17,2012,TV-Y,75 min,Children & Family Movies,"Barbie stars as a princess who would rather sing and dance than be a royal. When a famous pop star visits the kingdom, they decide to switch places."
s748,Movie,Barbie: Video Game Hero,"Conrad Helten, Ezekiel Norton, Michael Goguen","Erica Lindbeck, Sienna Bohn, Shannon Chan-Kent, Michael Dobson, Alyssya Swales, Rebekah Asselstine, Brad Swaile, Sam Vincent, Ingrid Nilson, Nesta Cooper",United States,01-Oct-17,2017,TV-Y,72 min,Children & Family Movies,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over."
s749,Movie,Barbra: The Music ... The Mem'ries ... The Magic!,"Barbra Streisand, Jim Gable",Barbra Streisand,United States,22-Nov-17,2017,TV-14,109 min,Music & Musicals,"Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads, Broadway standards and stories from behind the scenes."
s750,Movie,Barcelona: A Love Untold,Olivia M. Lamasan,"Kathryn Bernardo, Daniel Padilla, Joshua Garcia, Aiko Melendez, Joey Marquez, Ricky Davao, Maria Isabel Lopez, Ana Capri, Cris Villanueva",Philippines,14-Mar-19,2016,TV-14,132 min,"Dramas, International Movies, Romantic Movies","While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life."
s751,TV Show,Bard of Blood,,"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,27-Sep-19,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission."
s752,Movie,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,"Ayushmann Khurrana, Kriti Sanon, Rajkummar Rao, Pankaj Tripathi, Seema Pahwa, Rohit Chaudhury, Swati Semwal",India,21-Aug-18,2017,TV-14,110 min,"Comedies, Dramas, International Movies","When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection."
s753,Movie,Barely Lethal,Kyle Newman,"Hailee Steinfeld, Jessica Alba, Samuel L. Jackson, Sophie Turner, Dove Cameron, Toby Sebastian, Gabriel Basso, Thomas Mann, Rachael Harris, Dan Fogler, Steve-O, Rob Huebel, Finesse Mitchell, Jaime King",United States,26-Jul-18,2015,PG-13,99 min,"Action & Adventure, Comedies",A girl raised to be a government assassin just wants to be a normal teen – so she runs away and pretends to be a high school exchange student.
s754,Movie,Barfi!,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee",India,01-Nov-18,2012,TV-14,144 min,"Comedies, Dramas, International Movies","Years after rejecting Barfii, a hearing and speech impaired young man, for a more ""appropriate"" suitor, Shruti finds herself falling for him."
s755,Movie,Barrio Universitario,Esteban Vidal,"Fabrizio Copano, Rodrigo Salinas, Pedro Ruminot, Sergio Freire, Juanita Ringeling, Alessandra Denegri, Luis Dubó, Felipe Avello",Chile,19-Aug-18,2013,TV-14,91 min,"Comedies, International Movies",Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.
s756,Movie,Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",United States,16-Dec-16,2016,TV-MA,105 min,Dramas,"A young Barack Obama forges his identity while dealing with race, divergent cultures and ordinary life as a New York City college student."
s757,Movie,Barsaat,Rajkumar Santoshi,"Twinkle Khanna, Bobby Deol, Danny Denzongpa, Raj Babbar, Ashwin Kaushal, Mukesh Khanna, Harish Patel",India,01-Apr-18,1995,TV-PG,166 min,"Action & Adventure, International Movies, Music & Musicals","A naïve young man and a rich city girl fall in love. Her stepfather, however, doesn't approve of the match and will stop at nothing to split the pair."
s758,Movie,BASEketball,David Zucker,"Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth, Jenny McCarthy, Ernest Borgnine, Robert Vaughn, Trevor Einhorn",United States,01-Nov-18,1998,R,103 min,"Comedies, Sports Movies","When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity."
s759,Movie,Basic Instinct,Paul Verhoeven,"Michael Douglas, Sharon Stone, George Dzundza, Jeanne Tripplehorn, Denis Arndt, Leilani Sarelle, Bruce A. Young, Chelcie Ross, Dorothy Malone, Wayne Knight, Daniel von Bargen, Stephen Tobolowsky","United States, France",01-Oct-20,1992,R,128 min,"Classic Movies, Thrillers",A detective investigating a rock star's brutal murder becomes drawn to the prime suspect — a mysterious novelist whose recent book mirrors the crime.
s760,TV Show,Basketball or Nothing,,,United States,02-Aug-19,2019,TV-PG,1 Season,"Docuseries, Reality TV",Follow the Chinle High basketball team in Arizona's Navajo Nation on a quest to win a state championship and bring pride to their isolated community.
s761,TV Show,Bat Pat,,"Rosa Romay, Alberto Escobal, Jaime de Diego, Josu Cubero",Italy,31-Dec-17,2016,TV-Y,1 Season,Kids' TV,"A curious and talkative bat finds spooky fun on the streets of Fogville, a town that's not as quiet as it seems, with a plucky girl and her brothers."
s762,TV Show,Bates Motel,,"Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke, Nicola Peltz, Nestor Carbonell, Mike Vogel, Keegan Connor Tracy",United States,20-Feb-18,2017,TV-MA,5 Seasons,"Crime TV Shows, TV Dramas, TV Horror","When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path."
s763,Movie,Bathinda Express,Deep Joshi,"Deep Joshi, Jasmine Kaur, Mohit Bhaskar, Vijay S. Kumar, Prince Kanwaljit Singh, Tarlochan Singh, Harsh Sethi",India,01-Oct-18,2016,TV-14,118 min,"Dramas, International Movies, Sports Movies",An ambitious young athlete endeavors to revive his floundering running career after falling prey to negative influences.
s764,Movie,Bathtubs Over Broadway,Dava Whisenant,Steve Young,United States,09-May-19,2018,PG-13,87 min,"Documentaries, Music & Musicals","A comedy writer for David Letterman unearths a hidden world of hilariously bizarre musicals, which turns into a toe-tapping obsession."
s765,Movie,Batman: The Killing Joke,Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",United States,15-Oct-20,2016,R,77 min,Action & Adventure,The Joker makes life hell for the Gordon family in a monstrous attempt to prove to Batman that one bad day can drive a good man to madness.
s766,Movie,Battle,Katarina Launing,"Lisa Teige, Fabian Svegaard Tapia, Vebjørn Enger, Charlott Madeleine Utzig, Stig R. Amdam, Karen-Lise Mynster","Norway, Denmark, Netherlands, Sweden",01-Dec-18,2018,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","After Amalie's dad goes bankrupt, the young dancer's affluent life collapses. But she finds a new beat to follow after meeting hip-hop dancer Mikael."
s767,TV Show,Battle Creek,,"Josh Duhamel, Dean Winters, Aubrey Dollar, Edward Fordham Jr., Kal Penn, Janet McTeer, Liza Lapira, Damon Herriman, Meredith Eaton",United States,31-Dec-15,2015,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas","A polished FBI agent must team up with a cynical cop when he's dispatched to Battle Creek, Michigan, to set up an office at the local precinct."
s768,Movie,Battle Drone,Mitch Gould,"Louis Mandylor, Daniel Southworth, Richard Alan Reid, Oleg Taktarov, Natassia Malthe, Jason Earles, Dominique Swain, Michael Paré",United States,01-Mar-18,2018,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush."
s769,TV Show,Battlefield Recovery,,,United Kingdom,01-Aug-16,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Reality TV",A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.
s770,TV Show,Battlefish,,,,21-Sep-18,2018,TV-MA,1 Season,"Reality TV, Science & Nature TV, TV Action & Adventure","Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast."
s771,Movie,Bawarchi,Hrishikesh Mukherjee,"Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal",India,31-Dec-19,1972,TV-PG,125 min,"Classic Movies, Comedies, Dramas",A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.
s772,Movie,Baxu and the Giants,Florian Schott,"Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,30-Sep-20,2019,TV-PG,29 min,"Dramas, International Movies",A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.
s773,Movie,Bayonet,Kyzza Terrazas,"Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán","Mexico, Finland",29-Mar-19,2019,TV-MA,102 min,"Dramas, International Movies, Sports Movies","Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring."
s774,Movie,Bazaar,Sagar Sarhadi,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",India,31-Dec-19,1982,TV-14,121 min,"Dramas, Independent Movies, International Movies","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate."
s775,Movie,Bbuddah Hoga Terra Baap,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,05-Jul-20,2011,TV-14,116 min,"Action & Adventure, Comedies, Dramas","A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job."
s776,Movie,Be Here Now,Lilibet Foster,Andy Whitfield,"United States, Australia",28-Feb-17,2015,TV-MA,110 min,Documentaries,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series ""Spartacus: Blood and Sand."""
s777,Movie,Be Somebody,Joshua Caldwell,"Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez",United States,20-Nov-19,2016,PG,88 min,"Comedies, Dramas, Romantic Movies","To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily."
s778,TV Show,Be with Me,,"Jason Tsou, Queen Wei, River Huang, Fabien Yang, Tang Chen-Kang, Figaro Tseng",Taiwan,01-Oct-16,2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever."
s779,TV Show,Be with You,,"Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,01-Oct-16,2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue."
s780,TV Show,Be-Be-Bears,,"Nataliya Medvedeva, Polina Kutepova",Russia,29-Aug-18,2018,TV-Y,1 Season,Kids' TV,"Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together."
s781,Movie,Beak & Brain: Genius Birds From Down Under,"Volker Arzt, Angelika Sigl",,Germany,01-Mar-17,2013,TV-G,52 min,"Documentaries, International Movies","Whoever came up with the term ""bird brain"" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more."
s782,Movie,Bean: The Ultimate Disaster Movie,Mel Smith,"Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James, Sandra Oh","United Kingdom, United States",01-Aug-18,1997,PG-13,89 min,"Comedies, International Movies","Disaster-prone Mr. Bean is sent to Los Angeles to guard a famous painting, but as he's unfit for any physical task, everything goes hilariously wrong."
s783,Movie,Beary Tales,,,United States,01-Mar-17,2013,TV-G,52 min,"Children & Family Movies, Documentaries, International Movies",A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.
s784,TV Show,Beast Legends,,"Steve Leonard, Francis Manapul, Kathryn Denning, Scott Edwards, Mike Paixao",Canada,01-Feb-19,2010,TV-PG,1 Season,Docuseries,A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.
s785,TV Show,BEASTARS,,"Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,13-Mar-20,2019,TV-MA,1 Season,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst."
s786,Movie,Beasts of No Nation,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,16-Oct-15,2015,TV-MA,137 min,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier."
s787,TV Show,Beat Bugs,,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",21-Jul-19,2018,TV-Y,3 Seasons,Kids' TV,"With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard."
s788,Movie,Beat Bugs: All Together Now,Josh Wakely,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",21-Nov-17,2017,TV-Y,51 min,"Children & Family Movies, Music & Musicals","After winning a local talent show, the Beat Bugs journey to compete on ""The Bug Factor,"" a televised singing contest held in faraway Rocket Ship Park."
s789,TV Show,Beating Again,,"Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo",South Korea,22-May-17,2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love."
s790,Movie,Beats,Chris Robinson,"Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa",United States,19-Jun-19,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor."
s791,Movie,Beauties of the Night,María Jose Cuevas,"Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,25-Nov-16,2016,TV-MA,92 min,"Documentaries, International Movies","Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene."
s792,TV Show,Beauty & the Beast,,"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,19-Sep-16,2016,TV-14,4 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas",A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.
s793,Movie,Beauty and the Bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,27-Feb-19,2015,TV-14,119 min,"Action & Adventure, Comedies, International Movies","Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission."
